Date,Star_rating,Commentary
2023-09-13,2,"I finally made it to the upscale Japanese restaurant Nobu in Malibu. The service was excellent, the ambience also good and the ocean view delightful. As to the food very disappointing and outrageously priced. I misread the menu and ordered my favorite, yellow tail Sashmi thinking 2 pieces were $9.00, but each piece was $9.00, thinly sliced. The salmon skin hand roll was stuffed with everything but salmon skin. The soft-shell crab roll was again obscured by other ingredients. My local sushi restaurant outshines this elite eatery by miles. The 2 men sitting next to us ordered the tasting menu at $130 each and seemed very pleased. If you have extra cash in your pocket and want a great view and superior service by all means visit Nobu. For me the food is more important."
2023-09-12,4,"The food is good here but for the prices, it's not worth it. You can get better flavours elsewhere for cheaper. However, ocean views are amazing with beautiful breeze and sunsets."
2023-09-10,3,"The ambiance was top tier!! The food was very mediocre for the price. The drinks were bomb. The ""Caesar"" salad was not Caesar. In fact it was very spicy and we were not expecting that. The tempura rock shrimp was like a knock off bang bang shrimp but the sauce was almost citrus like. The king crab tempura was fire! We wished we would've just each gotten that instead."
2023-09-10,5,Great food and ambiance But don't come here hungry lolRock shrimp tempura and the albacore with lemon is very good. We loved the lobster and steak tacos. The waiter said the lobster dish was huge but really just looked big bc of the empty shells. Idk how much lobster there was either bc we had mostly tempura veggies. He told us we can Alyssa take it home if we don't finish it but we cleaned the plate
2023-09-09,5,"I absolutely loved this place. Reservations are difficult to get. We were number 45 on the waitlist on the phone. The wait was so long, I didn't have the patience to wait. We were in the area and although the parking lot was packed, we stopped and asked if there were any openings. Thankfully the hostess said they had one last table for four available.First I want to say, the restaurant was busy! Every table was occupied. We were sat inside but the restaurant opens up to the outside and we were able to enjoy the beautiful view while enjoying our meal.Now let me get to the meal. Sushi on the menu seems run of the mill. The waiter made a point to say that their sushi is amazing and fresh but their specialty is the hot menu so of course we had to order from both.The sushi was pretty amazing. The hot food was pretty amazing. The entire meal was pretty amazing. I also had 2 cocktails and asked for extra lichees which were happily provided.If planning to be in Malibu, plan ahead and make reservations. We were lucky, you may not be!"
2023-09-08,5,"Nobu never disappoints. My girlfriend and I have been going here for years and are always extremely happy. The artichoke salad is one of our favorites, and the A-5 Wagyu sushi is the best of the best."
2023-09-07,5,"If you want fresh delicious food come to nobu ! It's amazing and the service is incredible, it's overall amazing and the ambiance is the cherry on top . Just exquisite !"
2023-09-06,1,"Just want to say couple of things about hostess. I usually come here 3-4 times a month, the girls are very unpleasant, poor customer service, can never accommodate unless you are famous. Tables are usually available but they still make you wait over an hour to seat you, and after all seat you at the empty table that no one sat for over an hour. Cat is RUDE and has ZERO customer service!!! Makes you not want to come back!!!"
2023-09-06,1,"The food is ok. After spending something like 5k here over two consecutive days with our industry friends and clients, on a Sunday evening when we'd finished our meal and had dessert and were packing up we were asked to leave due to a 90 minute allotted mealtime. We actually were just getting ready to leave and there were at least ten open tables. Not only will we never come back, our industry friends won't either. I've never been asked to leave approximately 91 minutes after spending 3k on ok food. Bui Sushi is better if you want sushi in Malibu without the hassle or attitude."
2023-09-05,5,"I had a splendid dining experience at Nobu in Malibu! I ordered the Omakase (Chef's tasting menu) and it was exceptional! I will definitely return on my next visit to LA and order the Omakase again! It included sashimi, sushi, soup, a seafood and meat entree and dessert. Also, with each course the waitress would provide an overview and tell you the order to eat the food in! It was amazing! The restaurant is also right by the beach and offers spectacular views!"
2023-09-04,4,"Absolutely beautiful restaurant right on the Malibu ocean! Incredible views & variety of seating options inside & outside. Of course its Nobu, so expect high prices, busy atmosphere & celebrity sightings.. But worth it to try once if you are able :)Food & Drink - loved all of the cocktails we tried, fish was all fresh & delicious - so many great plates & options to choose from!Service - very attentive & food came out incredibly fast.Ambiance - beautiful ocean views, crowded restaurants with tables fairly close together, overall just a trendy place to go but definitely an experience to have!!"
2023-09-03,5,Absolutely delicious food & great service. We couldn't get enough of the yellow tail or caviar tacos
2023-08-29,5,"Food was delicious, obviously priced higher than similar quality food at other restaurants, but you're paying for the ambience and ocean views. I called 2 days before I wanted to go and got a 2:45 pm lunch for 4 ppl due to a cancellation. Food we tried:Tiradito - delicious, fresh and citrusy yellowtail jalapeño- deliciousBlack cod miso- delicious, tender Rock shrimp- not bad but not amazing, kindof standard what you would expect Cocktails! So delicious and exceeded expectations, for example the mango passionfruit martini- you could tell they use real passionfruit juice as it smelled so fresh. -kinobi jalapeño cocktail was so good, 10/10Overall, definitely worth going once to experience the beautiful oceanfront dining, or again for a special occasion! For me, I wouldn't return just for the food due to the price."
2023-08-26,5,"Great food, beautiful wine selection, outstanding service and unforgettable view! Must visit, I enjoy it every time"
2023-08-25,1,"overrated restaurant with mediocre sushi for a premium. you would think for $300 per person you'd get top shelf fresh sushi -- spoiler alert you don't. i don't know what's so exclusive about this place, the times I came in person on a whim and asked if they have availability I was seated immediately. the times i've called, they said they were fully committed. they clearly seat me because I dress to the nines, and clearly a model. however, the patrons dining dress and act like they are at Applebees. after my recent visit tuesday night -- only because it was the only place still open for dinner, I never plan to return. it's great that the servers change your plate every 5 minutes -- though pointless when I have a drop of soy sauce -- their eel was dry, the salmon was not top shelf, and the waitress kept giving us one order of each when we requested 2. I recommend you visit shintaro in hollywood -- it's more of a ""hole in the wall"" compared to Nobu, but their sushi is top shelf and exceptional service"
2023-08-23,1,"Reservations are impossible to get as they favor celebrities over regular customers. We were told to call at 10 am exactly one month prior to the day we wanted to reserve. We called at exactly 10 am and were on hold for ONE HOUR. At 11 am we finally got through and were told we ""missed our chance"" and we should have been quicker. How can one be quicker if we called exactly at 10 am? The lady on the phone offered no sympathy and just gave us attitude when we kindly brought up our frustration. Do not bother dining here. It has just become a status symbol for who can get in or not, not an actual restaurant."
2023-08-23,1,Just waited on hold for over an hour to make a reservation and when the person got on the line they hung up on me.
2023-08-21,1,"They disrespect you. How? By not giving you a table unless you have connections. If you go on line the minute the windows open, it says there are no availability! How?? You call and have to be on hold for an hour and they'll say there are no openings. How's that even possible? It's not like you'll dine there for free if you have no connections. But why all their time slots are taken is because they purposely block all their time slots so they can give it to those who want a reservation through their connections. This is very disrespectful and insulting. How is it possible that there are never ever any time slots open online or when you call in? There are a lot of politics involved when it comes to Nobu Malibu. All their other locations is easy to get in except for this one. And that's all because you have to go through so many channels and I do not appreciate it. I have made reservations at the best restaurants in Paris and I was able to do so fairly easily within a week or two in advanced as required. That is not acceptable!"
2023-08-21,1,Made a reservation a month ago for my 87 birthday! I have always had nobu malibu in my bucket list! We had the worst server ever! I think we saw him twice and had to call for him and look for him to get refills on iced tea hot tea and a fork! He disappeared! Then the portion sizes if the delicious black cod and sea bass were so small for the huge price it was outrageous! The salmon and yelliw tail rolls were good also. The place was half empty for lunch and we were seated inside! My husband is 92 and my son who paid is a very famous doctor. We were very disappointed except that the food was good. People pay for the view but we didn't have any!
2023-08-19,1,"I called a month ago to reserve a table when I came she told me there is no reservation and there is a waiting list and I have to wait an hour and 15 minutes, after an hour she said it will take another an hour and she lied about the time line we was given she said she told us the waiting list is 2 hours , everyone was very rude and doesn't tried to help us . For the price they charge for this experience I was expecting for a good customer service bot no , there is a very expensive restaurant with 0 understandable of customer service, they have a lot to learn ."
2023-08-19,5,Date night go to. Had an amaizng tofu dish that was off menu last night ask the server is seared w a spicy tomato marinade. Service perfect as always and was not over crowded for a Friday in summer. Valet could not be faster. I love their veggie roll but get it w out the carrot bc it's marinated or like pickled and that's too weird for me haha! My husband got the yellowtail jalepeno roll for the first time and it's as good as their famous yellowtail jalepeno sashimi honestly like the iteration of that classic popular nobu dish he said was on point. We probably should go here less but it's our fave in malibu and our go to date spot. Ryan the manager is one of the nicest sweetest humans you will EVER MEET. He is the best best best
2023-08-18,1,We came in from the beach manager was rude af as she told us our beach attire wasn't expectable despite them being located on the beach
2023-08-17,5,"The best service views to die for and the food is incomparable hands down the drinks and desserts are so adventurous and delightful. We come here at least once a year and we feel it's worth the drive and the $$$ to be here amongst the best of the best in food service and ambiance, don't miss this one, you have to experience this at least once in a life time!"
2023-08-16,5,"As busy as Nobu is, this place is never a mess with their drink and food. It get super crazy busy on the weekends specially, during summer but if you wait it out long enough, you're able to find somewhere to sit at the bar or they even have the option to take a drink out on their front deck if you're going to try and have like a little snack in the bar. Such a fun, high energy location especially in Malibu not to say you can't be super dress down but if you're in beach clothes, it's not an issue, but just make sure that your attire is tasteful."
2023-08-13,4,"Beautiful view for sure... But if you know Cali weather.. it gets cold in the evening even in the summer so be prepared. They do have blankets you can ask for but those are limited. First time here and of course I've heard all the hype. While everything tasted good a fresh I wasn't overly impressed. Some menu items I have at other restaurants that practically taste the same without the price tag. The salmon special was ok.. seared and placed on a platter with some sort of sauce.. the sauce was a bit thick. Not typical for sushi. (Wouldn't order again) and I LOVE salmon sushi. Also got the rock shrimp! Very good, would order two depending on the party size.. but, I've had the same meal elsewhere. The crispy shiitake salad was very good, I don't think I would have ordered it but someone at my table did and it was good! The Toro was amazing! And the Nobu roll was just okay.. would not order again but I finished it cuz I paid for it lol. Can't go wrong with Black Cod Miso but it wasn't as tender as I'm used to. I'd definitely like to return and try other menu items or even experience their Omakase"
2023-08-11,3,"My HUSBAND & I came here for lunch to celebrate our marriage! We literally planned this for awhile as this restaurant was really high on my list. We literally left the courthouse & pulled up for our reservation. I literally had on all white with a purse that said ""BRIDE"". Although I told the hostess that we got married that day in my reservation it was not acknowledged. We ordered to champagnes immediately which took forever to receive. We let both waiters know we were trying to celebrate our marriage & could someone check on our drinks since it had been like 15 minutes to get our drinks. All we got was an ""Oh congrats!"". Cold food came out quickly. We ordered spicy tuna, albacore nigiri, okra, ribeye & lobster taco, field green salad, ribeye with truffle butter & salmon nigiri. We also ordered the sliders but they were never received. We received short rib instead which must have been a miscommunication. The high we were on literally kind of got rained on with service. It is what it is. Maybe I'm a brat but a little more customer service would have went a long way on our special day. Food was honestly not mind blowing & extremely overpriced as expected. But it is absolutely beautiful! So if you want to visit for aesthetics go for it! Definitely sad that IMO this place is overhyped."
